gene_name	gene_biotype
RP11-624C23.1	antisense
ADAMDEC1	protein_coding
ADAM7	protein_coding
RP11-561E1.1	antisense
AF106564.1	miRNA
GS1-72M22.1	antisense
NEFM	protein_coding
NEFL	protein_coding
CTD-2168K21.2	antisense
CTD-2168K21.1	lincRNA
RP11-429O2.1	processed_pseudogene
DOCK5	protein_coding
AC091185.1	miRNA
MIR6876	miRNA
GNRH1	protein_coding
RP11-395I14.2	lincRNA
KCTD9	protein_coding
CDCA2	protein_coding
RP11-219J21.1	lincRNA
RP11-219J21.2	lincRNA
RP11-299D14.2	lincRNA
EBF2	protein_coding
RNA5SP258	rRNA
RP11-98P2.1	processed_pseudogene
PPP2R2A	protein_coding
SDAD1P1	transcribed_processed_pseudogene
BNIP3L	protein_coding
RP11-14I17.2	sense_intronic
RP11-14I17.1	processed_pseudogene
RP11-14I17.3	sense_intronic
PNMA2	protein_coding
DPYSL2	protein_coding
RP11-1G11.2	processed_pseudogene
ADRA1A	protein_coding
RP11-384C12.1	processed_pseudogene
COX6B1P4	processed_pseudogene
RP11-613H2.3	unprocessed_pseudogene
RP11-613H2.1	processed_pseudogene
MIR548H4	miRNA
RP11-613H2.2	processed_pseudogene
RP11-521M14.2	lincRNA
AC090150.1	miRNA
RP11-521M14.1	antisense
STMN4	protein_coding
TRIM35	protein_coding
PTK2B	protein_coding
MIR6842	miRNA
CHRNA2	protein_coding
EPHX2	protein_coding
GULOP	unitary_pseudogene
CLU	protein_coding
MIR6843	miRNA
SCARA3	protein_coding
RNU6-1086P	snRNA
RP11-16P20.2	processed_pseudogene
RP11-16P20.4	TEC
MIR3622B	miRNA
CCDC25	protein_coding
RP11-16P20.3	antisense
ESCO2	protein_coding
RNU6-1276P	snRNA
PBK	protein_coding
RP11-1149M3.2	processed_pseudogene
SCARA5	protein_coding
MIR4287	miRNA
RP11-597M17.3	unprocessed_pseudogene
RP11-597M17.2	unprocessed_pseudogene
RP11-597M17.1	antisense
NUGGC	protein_coding
ELP3	protein_coding
RP11-380I10.2	processed_pseudogene
RP11-380I10.3	processed_pseudogene
RP11-380I10.4	antisense
RPL5P22	processed_pseudogene
PNOC	protein_coding
ZNF395	protein_coding
FBXO16	protein_coding
RP11-181B11.1	sense_intronic
RNU6-178P	snRNA
RP11-181B11.2	antisense
FZD3	protein_coding
MIR4288	miRNA
RNA5SP259	rRNA
EXTL3	protein_coding
EXTL3-AS1	antisense
INTS9	protein_coding
RP11-662B19.2	antisense
RP11-662B19.1	processed_pseudogene
HMBOX1	protein_coding
Metazoa_SRP	misc_RNA
HMBOX1-IT1	sense_intronic
RNA5SP260	rRNA
CTD-2647L4.4	sense_intronic
CTD-2647L4.5	antisense
KIF13B	protein_coding
CTD-2647L4.1	antisense
HMGB1P23	processed_pseudogene
AC084262.1	miRNA
AC084262.2	miRNA
AC084262.3	miRNA
DUSP4	protein_coding
RP4-676L2.1	sense_overlapping
RP11-486M23.1	lincRNA
RP11-486M23.2	lincRNA
RP11-486M23.3	TEC
AC069181.1	miRNA
RPL17P33	processed_pseudogene
LINC00589	lincRNA
AC145110.1	lincRNA
RP11-94H18.1	lincRNA
RP11-94H18.2	lincRNA
RP11-489E7.1	lincRNA
FAM183CP	lincRNA
AC131254.1	miRNA
MIR3148	miRNA
MAP2K1P1	processed_pseudogene
RNU6-1218P	snRNA
SARAF	protein_coding
RP11-489E7.4	antisense
LEPROTL1	protein_coding
RPS15AP24	processed_pseudogene
MBOAT4	protein_coding
RP11-51J9.5	lincRNA
DCTN6	protein_coding
RP11-51J9.4	antisense
RP11-51J9.6	lincRNA
HSPA8P11	processed_pseudogene
CTD-2345M20.2	processed_pseudogene
CTD-3107M8.1	processed_pseudogene
CTD-3107M8.2	processed_pseudogene
TUBBP1	transcribed_processed_pseudogene
RBPMS-AS1	antisense
RBPMS	protein_coding
CTD-2373N4.3	TEC
GTF2E2	protein_coding
CTD-2373N4.5	antisense
SMIM18	protein_coding
RNU5A-3P	snRNA
GSR	protein_coding
UBXN8	protein_coding
RP11-465K4.4	processed_pseudogene
PPP2CB	protein_coding
TEX15	protein_coding
RP5-1009N12.1	processed_pseudogene
RP11-293D9.2	processed_pseudogene
PURG	protein_coding
WRN	protein_coding
SUMO2P16	processed_pseudogene
RP11-363L24.3	antisense
KCTD9P6	processed_pseudogene
RP11-566H8.3	lincRNA
RP11-566H8.2	processed_transcript
RP11-566H8.1	lincRNA
AC104000.1	miRNA
RNA5SP261	rRNA
NRG1	protein_coding
NRG1-IT1	sense_intronic
RNA5SP262	rRNA
RNA5SP263	rRNA
NRG1-IT3	sense_intronic
RNU6-663P	snRNA
RP11-11N9.4	lincRNA
MTND1P6	processed_pseudogene
MTND2P32	processed_pseudogene
RANP9	processed_pseudogene
AC104037.1	miRNA
RP11-451O18.1	processed_pseudogene
RNU6-528P	snRNA
RP11-722E23.2	lincRNA
FUT10	protein_coding
RP11-359B20.1	processed_pseudogene
TTI2	protein_coding
MAK16	protein_coding
SNORD13	snoRNA
RP11-359B20.5	processed_pseudogene
SNORA70	snoRNA
RP11-10D7.5	processed_pseudogene
RNF122	protein_coding
RN7SL621P	misc_RNA
DUSP26	protein_coding
RP11-317N12.1	lincRNA
BUD31P1	processed_pseudogene
RN7SL457P	misc_RNA
VENTXP5	processed_pseudogene
RP1-273G13.1	processed_pseudogene
RP1-273G13.2	processed_pseudogene
RP1-273G13.3	lincRNA
RP11-431M3.1	lincRNA
RP1-84O15.2	lincRNA
RP11-431M3.2	lincRNA
RPL10AP3	processed_pseudogene
LINC01288	lincRNA
RP11-734J24.1	processed_pseudogene
AC098612.1	miRNA
UNC5D	protein_coding
RP11-595O22.1	TEC
LSM12P1	processed_pseudogene
RP11-473J6.1	lincRNA
RP11-89M20.2	lincRNA
RP11-89M20.1	processed_pseudogene
MTCYBP19	unprocessed_pseudogene
MTND6P19	unprocessed_pseudogene
MTND5P41	unprocessed_pseudogene
RP11-139F9.1	processed_pseudogene
RNU6-533P	snRNA
RP11-593P24.4	processed_pseudogene
RP11-962G15.1	lincRNA
RPL23P10	processed_pseudogene
RNA5SP264	rRNA
KCNU1	protein_coding
RP11-962G15.2	processed_pseudogene
TPT1P8	unprocessed_pseudogene
AC090453.1	processed_pseudogene
RP11-419C23.1	lincRNA
SMARCE1P4	processed_pseudogene
AC068207.1	miRNA
RP11-527N22.1	processed_transcript
RP11-527N22.2	lincRNA
LINC01605	lincRNA
RP11-150O12.2	lincRNA
RP11-150O12.6	sense_intronic
RP11-150O12.5	lincRNA
RP11-150O12.3	lincRNA
RP11-150O12.4	lincRNA
RP11-346L1.2	antisense
RNU6-607P	snRNA
ZNF703	protein_coding
RP11-863K10.2	antisense
RP11-863K10.7	antisense
ERLIN2	protein_coding
RP11-863K10.4	processed_pseudogene
PROSC	protein_coding
ADGRA2	protein_coding
BRF2	protein_coding
RAB11FIP1	protein_coding
RP11-205M5.3	TEC
RN7SL709P	misc_RNA
GOT1L1	protein_coding
AC144573.1	miRNA
ADRB3	protein_coding
RPL12P48	processed_pseudogene
EIF4EBP1	protein_coding
KB-1836B5.1	sense_overlapping
KB-1836B5.4	lincRNA
ASH2L	protein_coding
RNU6-988P	snRNA
RP11-90P5.5	antisense
STAR	protein_coding
RP11-90P5.2	antisense
LSM1	protein_coding
RNU6-323P	snRNA
BAG4	protein_coding
RP11-90P5.1	processed_pseudogene
DDHD2	protein_coding
PLPP5	protein_coding
WHSC1L1	protein_coding
RP11-513D5.5	antisense
RP11-513D5.2	antisense
RP11-350N15.5	lincRNA
LETM2	protein_coding
RP11-350N15.3	antisense
RP11-350N15.6	antisense
FGFR1	protein_coding
RP11-350N15.4	antisense
RPS20P22	transcribed_processed_pseudogene
C8orf86	protein_coding
RP11-675F6.3	lincRNA
RP11-675F6.4	lincRNA
RNF5P1	processed_pseudogene
RP11-495O10.1	lincRNA
TACC1	protein_coding
Y_RNA	misc_RNA
RP11-723D22.2	sense_intronic
RP11-723D22.3	antisense
PLEKHA2	protein_coding
CTD-2544N14.3	antisense
HTRA4	protein_coding
TM2D2	protein_coding
ADAM9	protein_coding
SNORD38	snoRNA
ADAM32	protein_coding
RPL3P10	processed_pseudogene
RP11-1113C11.2	processed_pseudogene
ADAM5	unitary_pseudogene
ADAM3A	unitary_pseudogene
RP11-122L4.2	unprocessed_pseudogene
RP11-122L4.1	lincRNA
CTD-2024D23.1	lincRNA
ADAM18	protein_coding
ADAM2	protein_coding
AC136365.1	miRNA
KB-1582A10.1	processed_pseudogene
KB-1582A10.2	processed_pseudogene
IDO1	protein_coding
RP11-44K6.3	antisense
RP11-44K6.2	sense_intronic
RP11-44K6.4	antisense
IDO2	protein_coding
RP11-44K6.5	processed_pseudogene
RP11-359E19.1	lincRNA
RP11-359E19.2	lincRNA
C8orf4	protein_coding
RP11-470M17.2	lincRNA
CTA-392C11.1	lincRNA
CTA-392C11.2	lincRNA
RP11-301G7.1	lincRNA
ZMAT4	protein_coding
RP11-465K16.1	lincRNA
RNU6-356P	snRNA
SFRP1	protein_coding
MIR548AO	miRNA
RPS29P2	processed_pseudogene
CTD-3080F16.3	sense_intronic
RNU6-895P	snRNA
SNORD65	snoRNA
RP11-15G16.1	lincRNA
GOLGA7	protein_coding
KRT18P37	processed_pseudogene
GINS4	protein_coding
RP11-360L9.4	antisense
RP11-360L9.7	antisense
GPAT4	protein_coding
RP11-360L9.8	antisense
NKX6-3	protein_coding
ANK1	protein_coding
AC113133.1	miRNA
RP11-930P14.1	antisense
AC113133.2	miRNA
Y_RNA	misc_RNA
RP11-930P14.2	lincRNA
RN7SL149P	misc_RNA
KAT6A	protein_coding
SNORD112	snoRNA
AC103724.1	miRNA
RP11-589C21.1	processed_pseudogene
RP11-589C21.2	processed_pseudogene
RP11-589C21.6	lincRNA
RP11-589C21.5	antisense
AP3M2	protein_coding
PLAT	protein_coding
RP11-231D20.2	antisense
IKBKB	protein_coding
POLB	protein_coding
RPL5P23	processed_pseudogene
DKK4	protein_coding
VDAC3	protein_coding
SLC20A2	protein_coding
RP11-1007J8.1	processed_pseudogene
RP11-503E24.2	antisense
SMIM19	protein_coding
CHRNB3	protein_coding
RP11-412B14.1	antisense
RP11-412B14.2	processed_pseudogene
CHRNA6	protein_coding
THAP1	protein_coding
RNF170	protein_coding
RN7SL806P	misc_RNA
MIR4469	miRNA
HOOK3	protein_coding
Y_RNA	misc_RNA
RP11-598P20.5	protein_coding
FNTA	protein_coding
RNU1-124P	snRNA
POMK	protein_coding
RP11-598P20.3	processed_pseudogene
HGSNAT	protein_coding
VN1R46P	processed_pseudogene
RP11-726G23.2	processed_pseudogene
RP11-726G23.11	processed_pseudogene
RP11-359P18.2	processed_pseudogene
RP11-726G23.3	unprocessed_pseudogene
AFG3L2P1	processed_pseudogene
RP11-726G23.10	processed_pseudogene
RP11-726G23.8	processed_pseudogene
POTEA	transcribed_unprocessed_pseudogene
RNU6-104P	snRNA
RP11-726G23.12	processed_pseudogene
AC022616.1	miRNA
RP11-726G23.6	processed_pseudogene
U3	snoRNA
AC022616.2	miRNA
RP11-359P18.1	unprocessed_pseudogene
RP11-359P18.7	processed_pseudogene
RP11-359P18.8	processed_pseudogene
SNX18P27	processed_pseudogene
RP11-359P18.5	processed_pseudogene
CYP4F44P	unprocessed_pseudogene
RP11-359P18.6	unprocessed_pseudogene
RP11-643N23.2	processed_pseudogene
RP11-643N23.1	processed_pseudogene
pRNA	misc_RNA
HSPA8P13	unprocessed_pseudogene
ASNSP1	unprocessed_pseudogene
RP11-790L1.3	processed_pseudogene
ASNSP4	unprocessed_pseudogene
RP11-101E19.8	processed_pseudogene
TRIM60P15	processed_pseudogene
LINC00293	lincRNA
MTND2P38	unprocessed_pseudogene
MTND1P7	unprocessed_pseudogene
RNU6-656P	snRNA
MTCYBP20	processed_pseudogene
MTND6P20	transcribed_processed_pseudogene
RP11-101E19.7	processed_pseudogene
RP11-350F16.1	lincRNA
RP11-350F16.2	lincRNA
MAPK6PS4	processed_pseudogene
RN7SKP32	misc_RNA
AC026241.1	miRNA
RP11-1134I14.2	unprocessed_pseudogene
RNU6-819P	snRNA
RPL10AP2	processed_pseudogene
NDUFA5P12	unprocessed_pseudogene
RP11-1134I14.4	processed_pseudogene
RP11-1134I14.8	lincRNA
ATP6V1G1P2	processed_pseudogene
RP11-1134I14.6	processed_pseudogene
IGLV8OR8-1	IG_V_pseudogene
SPIDR	protein_coding
RP11-697N18.3	processed_pseudogene
RP11-697N18.4	sense_intronic
RP11-697N18.1	unprocessed_pseudogene
RP11-697N18.2	processed_pseudogene
RNU6-665P	snRNA
CEBPD	protein_coding
PRKDC	protein_coding
Y_RNA	misc_RNA
AC103686.1	miRNA
MCM4	protein_coding
RNU6-519P	snRNA
UBE2V2	protein_coding
RP11-769N21.2	processed_pseudogene
CTD-2210A23.1	processed_pseudogene
RNU6-295P	snRNA
5S_rRNA	rRNA
RPL29P19	processed_pseudogene
RP11-513O13.1	TEC
RP11-567J20.3	lincRNA
RP11-770E5.1	antisense
RP11-567J20.2	lincRNA
AC026904.1	lincRNA
RP11-567J20.1	lincRNA
RP11-770E5.3	lincRNA
RP11-770E5.2	lincRNA
EFCAB1	protein_coding
RP11-22C8.1	processed_pseudogene
SNAI2	protein_coding
AC013701.1	miRNA
C8orf22	protein_coding
RP11-10H3.1	lincRNA
RN7SKP294	misc_RNA
RFPL4AP7	processed_pseudogene
RP11-738G5.1	lincRNA
RP11-738G5.2	lincRNA
PSAT1P1	processed_pseudogene
RP11-109P6.2	lincRNA
RP11-401N18.1	lincRNA
SNTG1	protein_coding
RP11-759A9.1	sense_intronic
RP11-759A9.2	processed_pseudogene
CYCSP22	processed_pseudogene
RP11-139G7.1	processed_pseudogene
SNORA7	snoRNA
RP11-401H2.1	antisense
PXDNL	protein_coding
BRIX1P1	processed_pseudogene
RP11-11C20.1	processed_pseudogene
RP11-11C20.3	lincRNA
PCMTD1	protein_coding
RP11-110G21.2	sense_intronic
RP11-110G21.1	antisense
RP11-546K22.3	lincRNA
RP11-546K22.1	lincRNA
RP11-546K22.2	lincRNA
ST18	protein_coding
RP11-26M5.3	antisense
RP11-26M5.2	antisense
RP11-1023P17.2	lincRNA
RPL34P17	processed_pseudogene
FAM150A	protein_coding
RB1CC1	protein_coding
CTD-3214K23.1	sense_intronic
AC087348.1	miRNA
NPBWR1	protein_coding
RP11-182E14.1	processed_pseudogene
AC009800.1	miRNA
AC016113.1	miRNA
RP11-162D9.1	processed_pseudogene
RP11-162D9.3	antisense
OPRK1	protein_coding
RP11-1081M5.2	lincRNA
RP11-1081M5.3	processed_pseudogene
RP11-1081M5.1	lincRNA
RP11-400K9.3	lincRNA
RP11-400K9.4	lincRNA
RP11-400K9.1	processed_pseudogene
RP11-400K9.2	processed_pseudogene
RP11-463C14.1	processed_pseudogene
ATP6V1H	protein_coding
RGS20	protein_coding
RP11-1070A24.2	antisense
RP11-1070A24.1	processed_pseudogene
RNU6-1331P	snRNA
TCEA1	protein_coding
RP11-30L15.4	processed_pseudogene
AC100821.2	protein_coding
RP11-30L15.6	lincRNA
LYPLA1	protein_coding
AC100821.1	miRNA
TDGF1P5	processed_pseudogene
Metazoa_SRP	misc_RNA
MRPL15	protein_coding
RNU6ATAC32P	snRNA
RP11-626A5.2	processed_pseudogene
RP11-767C6.1	processed_pseudogene
RNU105C	snoRNA
RP11-793H4.1	processed_pseudogene
RN7SL250P	misc_RNA
SOX17	protein_coding
RP11-53M11.5	unprocessed_pseudogene
TRMT112P7	processed_pseudogene
SEC11B	processed_pseudogene
RP11-53M11.3	lincRNA
RP1	protein_coding
RP11-56A10.1	unprocessed_pseudogene
RP11-550I15.1	processed_pseudogene
XKR4	protein_coding
RP11-386G21.1	lincRNA
RP11-386G21.2	lincRNA
SBF1P1	processed_pseudogene
RP11-628E19.2	antisense
AC100817.1	miRNA
TMEM68	protein_coding
RNA5SP265	rRNA
TGS1	protein_coding
LYN	protein_coding
RP11-318K15.2	sense_intronic
SNORA1	snoRNA
RN7SL798P	misc_RNA
RN7SL323P	misc_RNA
AC046176.1	miRNA
RP11-446E9.1	processed_pseudogene
RPS20	protein_coding
SNORD54	snoRNA
CTA-397H3.3	antisense
NPM1P21	processed_pseudogene
MOS	protein_coding
SNORA3	snoRNA
PLAG1	protein_coding
CHCHD7	protein_coding
RP11-140I16.3	lincRNA
RP11-140I16.2	processed_pseudogene
SDR16C5	protein_coding
SDR16C6P	unitary_pseudogene
PENK	protein_coding
RP11-17A4.2	antisense
SEPT10P1	processed_pseudogene
LINC00968	lincRNA
RP11-17A4.3	lincRNA
RPL37P6	transcribed_processed_pseudogene
RP11-17A4.4	lincRNA
RP11-33E15.1	processed_pseudogene
RNU6-13P	snRNA
IMPAD1	protein_coding
RNA5SP266	rRNA
LINC01606	lincRNA
AC025674.1	miRNA
RP11-513O17.1	processed_pseudogene
RP11-513O17.3	lincRNA
LINC00588	lincRNA
RNU6-596P	snRNA
RP11-756K15.2	lincRNA
RPL30P10	processed_pseudogene
RP11-246K15.1	lincRNA
RP11-388G22.1	lincRNA
CTD-2339F6.1	lincRNA
RP11-44D19.1	lincRNA
LINC01602	lincRNA
FAM110B	protein_coding
RP11-1112C15.2	lincRNA
RP11-648L3.2	lincRNA
RP11-648L3.1	processed_pseudogene
RP11-716D16.1	processed_transcript
UBXN2B	protein_coding
RP11-114M5.1	processed_pseudogene
CYP7A1	protein_coding
RP11-114M5.3	processed_pseudogene
SDCBP	protein_coding
NSMAF	protein_coding
AC068522.4	processed_pseudogene
TOX	protein_coding
RNU4-50P	snRNA
RP11-328K2.1	sense_intronic
RP11-25K19.1	antisense
SNORA51	snoRNA
RNA5SP267	rRNA
RP11-379I19.2	processed_pseudogene
RP11-379I19.1	lincRNA
RP11-379I19.3	lincRNA
RP11-960H2.2	processed_pseudogene
RP11-960H2.1	processed_pseudogene
RP11-88H1.1	unprocessed_pseudogene
RP11-27P7.1	lincRNA
SLC2A13P1	processed_pseudogene
CA8	protein_coding
LINC01301	lincRNA
PDCL3P1	processed_pseudogene
RAB2A	protein_coding
RP11-91I20.4	antisense
RP11-91I20.3	lincRNA
RP11-91I20.2	lincRNA
RP11-91I20.1	lincRNA
CHD7	protein_coding
RP11-33I11.2	antisense
RP11-33I11.3	processed_pseudogene
AC022182.1	lincRNA
AC022182.2	processed_pseudogene
AC022182.3	lincRNA
CLVS1	protein_coding
NPM1P6	processed_pseudogene
RP11-787D18.2	antisense
RP11-787D18.1	antisense
ASPH	protein_coding
KRT8P3	processed_pseudogene
RN7SKP97	misc_RNA
MIR4470	miRNA
RP11-280G9.1	lincRNA
RP11-705O24.1	lincRNA
RP11-705O24.3	lincRNA
RP11-705O24.2	lincRNA
C1GALT1P3	processed_pseudogene
NARSP2	transcribed_processed_pseudogene
CTD-2571E19.3	processed_pseudogene
NKAIN3	protein_coding
RP11-577N1.1	antisense
RP11-577N1.2	processed_pseudogene
XRCC6P4	processed_pseudogene
SRPK2P	processed_pseudogene
UG0898H09	lincRNA
RP11-659E9.2	antisense
GGH	protein_coding
RP11-659E9.4	antisense
TTPA	protein_coding
RP11-16E18.1	unprocessed_pseudogene
YTHDF3-AS1	lincRNA
YTHDF3	protein_coding
RP11-16E18.3	lincRNA
RN7SL135P	misc_RNA
CTD-3046C4.1	lincRNA
IFITM8P	processed_pseudogene
RP11-45K10.2	lincRNA
RP11-573J24.1	lincRNA
RN7SKP135	misc_RNA
RP11-32K4.1	antisense
RP11-579E24.2	lincRNA
LINC01289	lincRNA
COX6CP8	processed_pseudogene
MIR124-2HG	lincRNA
MIR124-2	miRNA
RP11-21C4.4	processed_pseudogene
RP11-21C4.5	processed_pseudogene
RP11-21C4.1	antisense
BHLHE22	protein_coding
CYP7B1	protein_coding
RP11-1D12.1	sense_intronic
RP11-1D12.2	lincRNA
RP11-89A16.1	processed_pseudogene
RPL31P41	processed_pseudogene
LINC00251	lincRNA
RP11-678D18.1	processed_pseudogene
LINC01299	lincRNA
CTD-3025N20.3	lincRNA
Y_RNA	misc_RNA
ARMC1	protein_coding
MTFR1	protein_coding
RP11-707M3.3	antisense
PDE7A	protein_coding
CTD-2532N20.1	lincRNA
DNAJC5B	protein_coding
AC084082.3	lincRNA
TRIM55	protein_coding
CRH	protein_coding
LINC00967	lincRNA
RRS1-AS1	lincRNA
RRS1	protein_coding
ADHFE1	protein_coding
C8orf46	protein_coding
RP11-346I3.2	processed_pseudogene
RNU6-1324P	snRNA
MYBL1	protein_coding
VCPIP1	protein_coding
Y_RNA	misc_RNA
C8orf44-SGK3	protein_coding
C8orf44	protein_coding
AC090154.1	protein_coding
SGK3	protein_coding
PTTG3P	processed_pseudogene
MCMDC2	protein_coding
SNHG6	processed_transcript
SNORD87	snoRNA
TCF24	protein_coding
PPP1R42	protein_coding
RP11-409C19.2	processed_pseudogene
COPS5	protein_coding
AC109335.1	miRNA
CSPP1	protein_coding
RNA5SP268	rRNA
RP11-453N18.1	unprocessed_pseudogene
ARFGEF1	protein_coding
RP11-7F18.2	lincRNA
RP11-7F18.1	processed_pseudogene
CPA6	protein_coding
RP11-343B22.2	processed_pseudogene
RP11-396J6.1	antisense
NDUFS5P6	processed_pseudogene
PREX2	protein_coding
RP11-403D15.2	antisense
RP11-403D15.1	processed_pseudogene
Y_RNA	misc_RNA
RPL31P40	processed_pseudogene
C8orf34-AS1	antisense
C8orf34	protein_coding
RPS15AP25	processed_pseudogene
RNA5SP269	rRNA
RP11-865I6.2	lincRNA
LINC01592	lincRNA
RNU7-102P	snRNA
GS1-44D20.1	processed_pseudogene
RP11-21C17.1	lincRNA
LINC01603	lincRNA
RP11-744J10.2	processed_pseudogene
SULF1	protein_coding
SLCO5A1	protein_coding
RN7SKP29	misc_RNA
RP11-102F4.2	antisense
RP11-159H10.4	processed_pseudogene
RP11-159H10.3	antisense
Metazoa_SRP	misc_RNA
RP11-159H10.1	processed_pseudogene
RN7SL675P	misc_RNA
RNA5SP270	rRNA
RP11-449M6.3	TEC
SDCBPP2	processed_pseudogene
SUMO2P20	processed_pseudogene
PRDM14	protein_coding
RNU1-101P	snRNA
RP11-152C15.1	processed_pseudogene
NCOA2	protein_coding
BTF3P12	processed_pseudogene
RNY3P14	misc_RNA
RP11-333A23.1	processed_pseudogene
RP11-333A23.3	lincRNA
RP11-333A23.4	lincRNA
RN7SL203P	misc_RNA
RP11-333A23.2	processed_pseudogene
TRAM1	protein_coding
LACTB2-AS1	antisense
LACTB2	protein_coding
RN7SL19P	misc_RNA
XKR9	protein_coding
Y_RNA	misc_RNA
RP11-326E22.1	antisense
EYA1	protein_coding
RP11-1102P16.1	lincRNA
TRAPPC2P2	processed_pseudogene
AC099805.1	miRNA
RP11-1144P22.1	lincRNA
RP11-281N10.1	lincRNA
U8	snoRNA
MSC-AS1	antisense
AC104012.1	miRNA
MSC	protein_coding
RPS20P20	processed_pseudogene
TRPA1	protein_coding
RP11-142A23.1	lincRNA
RP11-656G20.1	unprocessed_pseudogene
RNA5SP271	rRNA
RP11-351E7.2	processed_pseudogene
RP11-351E7.1	lincRNA
KCNB2	protein_coding
HAUS1P3	processed_pseudogene
RP11-313C15.2	unprocessed_pseudogene
RP11-313C15.1	sense_intronic
RP11-1145L24.1	lincRNA
RP11-531A24.3	lincRNA
TERF1	protein_coding
RNU6-285P	snRNA
RP11-531A24.7	antisense
RP11-531A24.5	antisense
SBSPON	protein_coding
RP11-956J14.1	sense_intronic
RP11-956J14.2	processed_pseudogene
C8orf89	protein_coding
AC008598.1	miRNA
RP11-434I12.5	processed_pseudogene
RPL7	protein_coding
RDH10	protein_coding
RDH10-AS1	antisense
RP11-434I12.3	lincRNA
RP11-434I12.4	lincRNA
STAU2-AS1	antisense
STAU2	protein_coding
RP11-181D18.4	processed_pseudogene
RP11-116B19.2	processed_pseudogene
VENTXP6	processed_pseudogene
RP11-463D19.1	lincRNA
RP11-463D19.2	protein_coding
UBE2W	protein_coding
RP11-99A14.1	unprocessed_pseudogene
RN7SL760P	misc_RNA
GYG1P1	unprocessed_pseudogene
TCEB1	protein_coding
TMEM70	protein_coding
RPS20P21	processed_pseudogene
RP11-367E12.4	processed_pseudogene
LY96	protein_coding
RNU6-1300P	snRNA
RP11-6I2.3	lincRNA
RPS3AP32	processed_pseudogene
RNU6-1197P	snRNA
RP11-6I2.4	lincRNA
RP1-16A9.1	antisense
JPH1	protein_coding
GDAP1	protein_coding
CTD-2320G14.2	antisense
Y_RNA	misc_RNA
MIR5681A	miRNA
MIR2052HG	lincRNA
RP11-730G20.2	processed_pseudogene
RP11-730G20.1	antisense
RP11-758M4.4	antisense
RP11-758M4.3	processed_pseudogene
PI15	protein_coding
RP11-3N13.2	lincRNA
CRISPLD1	protein_coding
RP11-300E4.2	antisense
RP11-697M17.2	lincRNA
CASC9	lincRNA
HIGD1AP6	processed_pseudogene
PKMP4	processed_pseudogene
HNF4G	protein_coding
AC016194.1	miRNA
RNU2-54P	snRNA
RP11-706J10.2	lincRNA
LINC01109	lincRNA
LINC01111	lincRNA
ZFHX4-AS1	antisense
RP11-115I9.1	sense_intronic
MRPL9P1	transcribed_processed_pseudogene
ZFHX4	protein_coding
uc_338	misc_RNA
RP11-48D4.2	lincRNA
AC090810.1	miRNA
PEX2	protein_coding
HIGD1AP18	processed_pseudogene
RP11-38H17.1	lincRNA
RP11-91P17.1	lincRNA
RNU6-1220P	snRNA
PKIA-AS1	lincRNA
PKIA	protein_coding
RP11-594N15.3	sense_overlapping
ZC2HC1A	protein_coding
IL7	protein_coding
RP11-578O24.2	processed_pseudogene
PRKRIRP7	processed_pseudogene
RP11-79H23.3	lincRNA
AC009941.1	miRNA
RP11-1114I9.1	lincRNA
RP11-758H6.1	processed_pseudogene
RPL3P9	processed_pseudogene
STMN2	protein_coding
HEY1	protein_coding
LINC01607	lincRNA
RP11-26J3.1	lincRNA
RNU7-85P	snRNA
MRPS28	protein_coding
RP11-26J3.4	protein_coding
RP11-26J3.3	sense_intronic
RP11-92K15.3	lincRNA
TPD52	protein_coding
RP11-92K15.1	antisense
RN7SL41P	misc_RNA
MIR5708	miRNA
RP11-941H19.1	processed_pseudogene
RP11-941H19.3	lincRNA
RP11-941H19.2	processed_pseudogene
SNORA20	snoRNA
RP11-775E10.1	processed_pseudogene
RNU6-1213P	snRNA
RP11-48B3.5	antisense
Y_RNA	misc_RNA
ZBTB10	protein_coding
RP11-48B3.3	lincRNA
RP11-48B3.4	lincRNA
RPSAP47	processed_pseudogene
RNU7-174P	snRNA
RP11-48B3.2	processed_pseudogene
RNU2-71P	snRNA
SLC25A51P3	processed_pseudogene
RN7SL107P	misc_RNA
ZNF704	protein_coding
CKS1BP7	processed_pseudogene
RNU11-6P	snRNA
RN7SL308P	misc_RNA
HMGB1P41	processed_pseudogene
PAG1	protein_coding
RP11-172E10.1	lincRNA
RP11-1149M10.1	lincRNA
RP11-1149M10.2	lincRNA
RP11-363E6.1	processed_pseudogene
UBE2HP1	processed_pseudogene
RP11-363E6.4	lincRNA
RP11-363E6.3	antisense
FABP5	protein_coding
AC018616.1	miRNA
RP11-157I4.4	antisense
PMP2	protein_coding
FABP9	protein_coding
FABP4	protein_coding
RP11-257P3.3	antisense
FTH1P11	processed_pseudogene
FABP12	protein_coding
IMPA1P	transcribed_unprocessed_pseudogene
NIPA2P4	processed_pseudogene
RPS26P34	processed_pseudogene
SLC10A5P1	unprocessed_pseudogene
IMPA1	protein_coding
SLC10A5	protein_coding
RP13-923O23.7	TEC
ZFAND1	protein_coding
CHMP4C	protein_coding
RP13-923O23.6	antisense
SNX16	protein_coding
